original_city,original_ address,lat,lon,formatted,name,housenumber,street,suburb,postcode,district,city,county,state,country,country_code,confidence_street_level,confidence,confidence_city_level,attribution,attribution_license,attribution_url
Kraljevo," Centar",43.7242036,20.6877869,"A1 centar, Цара Лазара, 36101 Kraljevo City, Serbia",A1 centar,,Цара Лазара,Сијаће Поље,36101,Kraljevo,Kraljevo City,Raska Administrative District,Central Serbia,Serbia,rs,0.95,0.95,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kraljevo," Centar; Boračko naselje",43.7242036,20.6877869,"A1 centar, Цара Лазара, 36101 Kraljevo City, Serbia",A1 centar,,Цара Лазара,Сијаће Поље,36101,Kraljevo,Kraljevo City,Raska Administrative District,Central Serbia,Serbia,rs,,0,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kraljevo," Grdica",43.7421658,20.6850358,"Grdica, 36000 Kraljevo City, Serbia",Grdica,,,,36000,,Kraljevo City,Raska Administrative District,Central Serbia,Serbia,rs,,0.45,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kraljevo," Konarevo",43.6988747,20.6110191,"Konarevo, 36201 Kraljevo City, Serbia",Konarevo,,,,36201,,Kraljevo City,Raska Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kraljevo," Kovanluk",43.7067386,20.7098521,"Kovanluk, 36101 Kraljevo City, Serbia",Kovanluk,,,,36101,,Kraljevo City,Raska Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kraljevo," Kovanluk; Kovanlučka",43.57749,21.70033,"Kraljevo, Nisava, Serbia",,,,,,Aleksinac,Kraljevo,Nisava,Central Serbia,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Kraljevo," Mataruška Banja; Slobodana Stojkovica 42",43.69722,20.59694,"Železnička Stanica Mataruška Banja, Kraljevo, Raska, Serbia",Železnička Stanica Mataruška Banja,,,,,,Kraljevo,Raska,Central Serbia,Serbia,rs,,0.95,1,,CC BY 4.0,https://www.geonames.org/datasources/
Kraljevo," Milakovac; Milakovac bb",43.7811146,20.817301919920947,"Milakovac, Kraljevo City, Central Serbia, Serbia",,,,,,Milakovac,Kraljevo City,Raska Administrative District,Central Serbia,Serbia,rs,,0.2375,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kraljevo," Ribnica; Radoslava Mandica",43.57749,21.70033,"Kraljevo, Nisava, Serbia",,,,,,Aleksinac,Kraljevo,Nisava,Central Serbia,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Kraljevo," Ribnica; Ribnički kej",,,,,,,,,,,,,,,,,,,,
Kraljevo," Ribnica; nikola tesle 24",43.57749,21.70033,"Kraljevo, Nisava, Serbia",,,,,,Aleksinac,Kraljevo,Nisava,Central Serbia,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Kraljevo," Sijaće Polje; Sijaće polje",43.72856,20.6934509,"Kraljevo, Индустријска, 36101 Kraljevo City, Serbia",Kraljevo,,Индустријска,Сијаће Поље,36101,Kraljevo,Kraljevo City,Raska Administrative District,Central Serbia,Serbia,rs,,0,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kraljevo," Stara Čaršija",43.639334,20.599956,"Kraljevo, Central Serbia, Serbia",,,,,,,Kraljevo,Raska,Central Serbia,Serbia,rs,,0.5,1,,,https://www.whosonfirst.org/docs/licenses/
Kraljevo," Vitkovac",43.7913426,20.7896137,"Vitkovac, Kraljevo City, Raska Administrative District, Serbia",Vitkovac,,,,,,Kraljevo City,Raska Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kraljevo," Vojno Naselje",43.7249818,20.659891,"Војно насеље, Kraljevo City, Central Serbia, Serbia",Војно насеље,,,Војно насеље,36000,Kraljevo,Kraljevo City,Raska Administrative District,Central Serbia,Serbia,rs,,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kraljevo," Vojvode Stepe",43.7290682,20.6813632,"Војводе Степе, 36000 Kraljevo City, Serbia",Војводе Степе,,Војводе Степе,Хигијенски Завод,36000,Kraljevo,Kraljevo City,Raska Administrative District,Central Serbia,Serbia,rs,0.5599999999999999,0.5599999999999999,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kraljevo," Žiča; Zicka 27",43.69457,20.64585,"Manastir Žiča, Kraljevo, Raska, Serbia",Manastir Žiča,,,,,,Kraljevo,Raska,Central Serbia,Serbia,rs,,0.95,1,,CC BY 4.0,https://www.geonames.org/datasources/
Krupanj," ",,,,,,,,,,,,,,,,,,,,
Kruševac," Bulevar Nikole Pašića",43.5742293,21.3413851,"Булевар Николе Пашића, 37000 City of Kruševac, Serbia",Булевар Николе Пашића,,Булевар Николе Пашића,,37000,Krusevac,City of Kruševac,Rasina Administrative District,Central Serbia,Serbia,rs,0.5249999999999999,0.5249999999999999,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kruševac," Kapidžija",43.572412799999995,21.38437574750217,"Kapidzija, City of Kruševac, Central Serbia, Serbia",,,,,,Kapidzija,City of Kruševac,Rasina Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kruševac," Kukljin",43.6044484,21.2342119,"Кукљин, City of Kruševac, Rasina Administrative District, Serbia",Кукљин,,,,,,City of Kruševac,Rasina Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kruševac," Malo Golovode",43.5588895,21.344144,"Malo Golovode, City of Kruševac, Central Serbia, Serbia",Malo Golovode,,,Malo Golovode,37000,Malo Golovode,City of Kruševac,Rasina Administrative District,Central Serbia,Serbia,rs,,0.405,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kruševac," Čitluk",43.5939349,21.272291,"Citluk, City of Kruševac, Rasina Administrative District, Serbia",Citluk,,,,,,City of Kruševac,Rasina Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kruševac," Đunis",43.5917681,21.5093422,"Ђунис, City of Kruševac, Rasina Administrative District, Serbia",Ђунис,,,,,,City of Kruševac,Rasina Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kula," Crvenka; Marsala Tita 131",45.6591573,19.4540877,"25220 Црвенка, Маршала Тита 125, 25220 Kula Municipality, Serbia",25220 Црвенка,125,Маршала Тита,,25220,Crvenka,Kula Municipality,West Backa Administrative District,Vojvodina,Serbia,rs,0.9025,0.43947826086956515,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kula," Sivac",45.7032662,19.3822068,"Sivac, Kula Municipality, West Backa Administrative District, Serbia",Sivac,,,,,,Kula Municipality,West Backa Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kula," Sivac; Njegoševa 18a",45.7032662,19.3822068,"Sivac, Kula Municipality, West Backa Administrative District, Serbia",Sivac,,,,,,Kula Municipality,West Backa Administrative District,Vojvodina,Serbia,rs,,0.5,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kuršumlija," Centar; 16 februar",,,,,,,,,,,,,,,,,,,,
Kuršumlija," Prolom Banja; Prolom 15",43.03618,21.41122,"Prolom, Toplica, Serbia",,,,,,Kursumlija,Prolom,Toplica,Central Serbia,Serbia,rs,,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
Kuršumlija," Spance; Radicevici",43.19889,21.26879,"Spance, Serbia",,,,,,,Spance,,,Serbia,rs,,0,,,,https://www.whosonfirst.org/docs/licenses/
Kučevo," Velimira Damjanovica 70",44.481701,21.671111,"Velimira Damjanovica, 12240 Kucevo, Serbia",,,Velimira Damjanovica,,12240,,Kucevo,Branicevo District,Central Serbia,Serbia,rs,1,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lajkovac," Karadjordjeva 3",44.369985,20.160091,"Leskovac, Central Serbia, Serbia",,,,,,,Leskovac,Kolubarski upravni okrug,Central Serbia,Serbia,rs,,0.13124999999999998,0.5249999999999999,,,https://www.whosonfirst.org/docs/licenses/
Lajkovac," Ložionička 38",44.3660501,20.1616199,"Ložionička, 14224 Lajkovac Municipality, Serbia",Ložionička,,Ložionička,,14224,Lajkovac (Town),Lajkovac Municipality,Kolubara Administrative District,Central Serbia,Serbia,rs,0.95,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lapovo," ",,,,,,,,,,,,,,,,,,,,
Leposavić," Lešak; Brace Matovic",44.805391,20.472367,"Brace Nedic, Belgrade, Serbia",,,Brace Nedic,,,Savski Venac,Belgrade,Grad Beograd,Central Serbia,Serbia,rs,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Leskovac," Gornje Stopanje",42.996647,21.906987,"Gornje Stopanje, 16000 City of Leskovac, Serbia",Gornje Stopanje,,,,16000,,City of Leskovac,Jablanica Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Leskovac," Gornje Stopanje; GORNJE STOPANJE BB 6",42.99665,21.90699,"Gornje Stopanje, Jablanica, Serbia",,,,,,Leskovac,Gornje Stopanje,Jablanica,Central Serbia,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Leskovac," Hisar; Fruskogorska 4",43.84742,20.74463,"Leskovac, Serbia",,,,,,,Leskovac,,,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Leskovac," Hisar; Radanska 19",43.041658,21.953877,"Leskovac, Central Serbia, Serbia",,,,,,,Leskovac,Jablanica,Central Serbia,Serbia,rs,,0.5625,0.567,,,https://www.whosonfirst.org/docs/licenses/
Leskovac," Marko Crni; Dr Jovana Kasikovica LESKOVAC 8",42.99806,21.94611,"Leskovac, Jablanica, Serbia",,,,,,Leskovac,Leskovac,Jablanica,Central Serbia,Serbia,rs,,0.25,1,,CC BY 4.0,https://www.geonames.org/datasources/
Loznica," Klupci",44.539006,19.2422026,"Klupci, 15300 Loznica City, Serbia",Klupci,,,,15300,,Loznica City,Macva Administrative District,Central Serbia,Serbia,rs,,0.45,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Loznica," Lipnica; Jadarska 10",44.3225,20.05446,"Loznica, Kolubarski upravni okrug, Serbia",,,,,,Valjevo,Loznica,Kolubarski upravni okrug,Central Serbia,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Loznica," Tršić; Jovana Cvijića",44.3225,20.05446,"Loznica, Kolubarski upravni okrug, Serbia",,,,,,Valjevo,Loznica,Kolubarski upravni okrug,Central Serbia,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Lučani," Guča; Republike bb",43.776745,20.22603,"Republike, Lucani, Serbia",,,Republike,,,,Lucani,Morava,Central Serbia,Serbia,rs,1,0.625,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Majdanpek," Donji Milanovac",44.462747,22.1523003,"Majdanpek Municipality, Bor Administrative District, Serbia",,,,,,,Majdanpek Municipality,Bor Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Majdanpek," Donji Milanovac; Stara Mosna",,,,,,,,,,,,,,,,,,,,
Mali Zvornik," Mali Zvornik; Miloša Gajića 16",44.37344,19.10651,"Mali Zvornik, Macva, Serbia",,,,,,Mali Zvornik,Mali Zvornik,Macva,Central Serbia,Serbia,rs,,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
Mali Zvornik," Vuka Karadzica 36",44.37344,19.10651,"Mali Zvornik, Macva, Serbia",,,,,,Mali Zvornik,Mali Zvornik,Macva,Central Serbia,Serbia,rs,,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
Medveđa," Tulare",42.79417,21.46054,"Tulare, Jablanica, Serbia",,,,,,Medvedja,Tulare,Jablanica,Central Serbia,Serbia,rs,,0.30624999999999997,0.6124999999999999,,,https://www.whosonfirst.org/docs/licenses/
Merošina," Jug Bogdanovac",43.2619679,21.6515958,"Југ Богдановац, Merosina Municipality, Nisava Administrative District, Serbia",Југ Богдановац,,,,,,Merosina Municipality,Nisava Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Merošina," Mramorsko Brdo; Mramor; Niš",,,,,,,,,,,,,,,,,,,,
Negotin," Bukovče; Dimitrija Božinovića 25",44.20278,22.60083,"Bukovce, Borski upravni okrug, Serbia",,,,,,Negotin,Bukovce,Borski upravni okrug,Central Serbia,Serbia,rs,,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
Niš," Crveni Krst; Beograd Mala; Bulevar 12. februar 45A",43.3241477,21.889945,"18104 Ниш, Булевар 12. фебруар 27, 18101 Niš, Serbia",18104 Ниш,27,Булевар 12. фебруар,Ниш (Црвени Крст),18101,Градска општина Црвени Крст,Niš,Nisava Administrative District,Central Serbia,Serbia,rs,0.6222222222222221,0.27999999999999997,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Niš," Crveni Krst; Gornji Komren",,,,,,,,,,,,,,,,,,,,
Niš," Crveni Krst; svetislava markovica 28",43.32472,21.90333,"Niš, Nisava, Serbia",,,,,,Medijana,Niš,Nisava,Central Serbia,Serbia,rs,,0.25,1,,CC BY 4.0,https://www.geonames.org/datasources/
Niš," Kamenica; kamenica",43.31274,21.875424,"Niš, Grad Beograd, Serbia",,,,,,Palilula,Niš,Grad Beograd,Central Serbia,Serbia,rs,,0.5,1,,,https://www.whosonfirst.org/docs/licenses/
Niš," Palilula; Milka Protić",43.31579645,21.83865575,"Xingyu Automotive Lighting Systems doo Niš, Димитрија Туцовића, 18249 City of Niš, Serbia",Xingyu Automotive Lighting Systems doo Niš,,Димитрија Туцовића,Ниш (Палилула),18249,Градска општина Палилула,City of Niš,Nisava Administrative District,Central Serbia,Serbia,rs,,0,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Niš," Palilula; Palilulska Rampa",43.31302,21.89806,"Palilulska Rampa, Niš, Nisava, Serbia",Palilulska Rampa,,,,,Medijana,Niš,Nisava,Central Serbia,Serbia,rs,,0.6666666666666667,1,,CC BY 4.0,https://www.geonames.org/datasources/
Niš," Palilula; Staro Groblje; Cerska 14",,,,,,,,,,,,,,,,,,,,
Niš," Supovac",43.387320450000004,21.748225184983077,"Supovac, City of Niš, Central Serbia, Serbia",,,,Supovac,,Градска општина Црвени Крст,City of Niš,Nisava Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Niš," Zbirište",,,,,,,,,,,,,,,,,,,,
Nova Crnja," Srpska Crnja",45.7262466,20.6912659,"Srpska Crnja, Nova Crnja Municipality, Central Banat Administrative District, Serbia",Srpska Crnja,,,,,,Nova Crnja Municipality,Central Banat Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Novi Bečej," Karadjordjeva 114",45.603209,20.126125,"Karadjordjeva, 23272 Novi Becej, Serbia",,,Karadjordjeva,Врањево,23272,,Novi Becej,Srednjobanatski upravni okrug,Vojvodina,Serbia,rs,1,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Novi Sad," Budisava; Stari Ledinci",45.185901,19.803787,"Stari Ledinci - Centar, Novi Sad, South Backa, Serbia",Stari Ledinci - Centar,,,,,,Novi Sad,South Backa,Vojvodina,Serbia,rs,,0,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Novi Sad," Kovilj",45.2275974,20.0223418,"Kovilj, 21243 Novi Sad City, Serbia",Kovilj,,,,21243,,Novi Sad City,South Backa Administrative District,Vojvodina,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Novi Sad," Šangaj; Treća",45.275663,19.874652,"Kapija - Šangaj, Petrovaradin, South Backa, Serbia",Kapija - Šangaj,,,,,Novi Sad,Petrovaradin,South Backa,Vojvodina,Serbia,rs,,0,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Odžaci," ",,,,,,,,,,,,,,,,,,,,
Odžaci," VOJVODE PUTNIKA 21",43.59799,21.03602,"Odzaci, Rasinski upravni okrug, Serbia",,,,,,Trstenik,Odzaci,Rasinski upravni okrug,Central Serbia,Serbia,rs,,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
Pančevo," Banatski Brestovac; 4 Oktibar 6",,,,,,,,,,,,,,,,,,,,
Pančevo," Banatsko Novo Selo",44.9906809,20.7847751,"Banatsko Novo Selo, 26314 Pancevo City, Serbia",Banatsko Novo Selo,,,,26314,,Pancevo City,South Banat Administrative District,Vojvodina,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pančevo," Banatsko Novo Selo; Bratstva Jedinstva 79",44.98941,20.78362,"Banatsko Novo Selo, South Banat, Serbia",,,,,,Pancevo,Banatsko Novo Selo,South Banat,Vojvodina,Serbia,rs,,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
Pančevo," Dolovo",44.9017205,20.8772434,"Dolovo, Pancevo City, South Banat Administrative District, Serbia",Dolovo,,,,,,Pancevo City,South Banat Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pančevo," Ivanovo",44.7394943,20.6971952,"Ivanovo, 26230 Pancevo City, Serbia",Ivanovo,,,,26230,,Pancevo City,South Banat Administrative District,Vojvodina,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pančevo," Starčevo; Pancevacki put 37",44.84556,19.74139,"Starčevo Brdo, Ruma, Sremski upravni okrug, Serbia",Starčevo Brdo,,,,,,Ruma,Sremski upravni okrug,Vojvodina,Serbia,rs,,0.95,,,CC BY 4.0,https://www.geonames.org/datasources/
Pančevo," Starčevo; Radnička 48",44.809955,20.712779,"Radnicka, Pancevo, Serbia",,,Radnicka,,,,Pancevo,South Banat,Vojvodina,Serbia,rs,1,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pančevo," Topola",44.848579,20.6599295,"Topola, 26103 Pancevo City, Serbia",Topola,,,Vojlovica,26103,Панчево,Pancevo City,South Banat Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pančevo," Topola; Toze Markovića",44.868287,20.656639,"Pančevo, South Banat, Serbia",,,,,,Pancevo,Pančevo,South Banat,Vojvodina,Serbia,rs,,0.5,1,,,https://www.whosonfirst.org/docs/licenses/
Paraćin," Centar; iznad auto/puta 64; teslina bb",,,,,,,,,,,,,,,,,,,,
Paraćin," Gloždak; Milojka Lešjanina 14",43.854635,21.426365,"Milojka Lesjanina, Paraćin, Serbia",,,Milojka Lesjanina,,,Paracin,Paraćin,Pomoravski upravni okrug,Central Serbia,Serbia,rs,1,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pećinci," Obrež; Grobljanska 45a",,,,,,,,,,,,,,,,,,,,
Pirot," Centar",43.1569797,22.5867829,"A1 centar, Градски Плато Пирот, 18300 City of Pirot, Serbia",A1 centar,,Градски Плато Пирот,Пазар,18300,Pirot,City of Pirot,Pirot Administrative District,Central Serbia,Serbia,rs,0.95,0.95,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pirot," Nova Mala; Pirot 66; Vojvode Pitnika 66",44.798805,20.492688,"Kardio Nova, Милана Ракића 6, 11000 Belgrade, Serbia",Kardio Nova,6,Милана Ракића,,11000,Savski Venac,Belgrade,Grad Beograd,Central Serbia,Serbia,rs,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pirot," Prisjansko Naselje; Prisjanski put 33",,,,,,,,,,,,,,,,,,,,
Plandište," ",,,,,,,,,,,,,,,,,,,,
Plandište," Kupinik",45.2908363,21.1372649,"Kupinik, 26365 Plandiste Municipality, Serbia",Kupinik,,,,26365,,Plandiste Municipality,South Banat Administrative District,Vojvodina,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Plandište," Markovićevo; Begejska 42",45.22722,21.12167,"Plandište, South Banat, Serbia",,,,,,Plandiste,Plandište,South Banat,Vojvodina,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Plandište," Prvomajska 37",45.2323991,21.1184637,"Првомајска, 26360 Plandiste Municipality, Serbia",Првомајска,,Првомајска,,26360,Пландиште,Plandiste Municipality,South Banat Administrative District,Vojvodina,Serbia,rs,0.95,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Požarevac," Kostolac",44.7149424,21.1710906,"Kostolac, 12208 Pozarevac City, Serbia",Kostolac,,,,12208,,Pozarevac City,Branicevo Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Požega," Kotarski Grm; Momčila Tešića",43.84889,20.03632,"Pozega, Zlatiborski upravni okrug, Serbia",,,,,,Pozega,Pozega,Zlatiborski upravni okrug,Central Serbia,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Prokuplje," Berilje; Spomen cesma BB",43.273845,19.999186,"Spomen cesma, Sjenica, Zlatiborski upravni okrug, Serbia",Spomen cesma,,,,,,Sjenica,Zlatiborski upravni okrug,Central Serbia,Serbia,rs,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Prokuplje," Centar; Marka Kraljevica 117",45.125089,19.223373,"Centar, Sid, Sremski upravni okrug, Serbia",Centar,,,,,,Sid,Sremski upravni okrug,Vojvodina,Serbia,rs,,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Prokuplje," Mala Plana; Mala plana",43.25348,21.47606,"Mala Plana, Toplica, Serbia",,,,,,Prokuplje,Mala Plana,Toplica,Central Serbia,Serbia,rs,,0.5,1,,,https://www.whosonfirst.org/docs/licenses/
Rača," Saranovo; Saranovo",44.23306425,20.83147827339416,"Saranovo, Raca Municipality, Central Serbia, Serbia",,,,,,Saranovo,Raca Municipality,Sumadija Administrative District,Central Serbia,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Raška," Jošanička Banja",43.3894725,20.7503044,"Josanicka Banja, Raska Municipality, Raska Administrative District, Serbia",Josanicka Banja,,,,,,Raska Municipality,Raska Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ruma," ",,,,,,,,,,,,,,,,,,,,
Ruma," Buđanovci",44.8943618,19.8643311,"Budjanovci, Ruma Municipality, Srem Administrative District, Serbia",Budjanovci,,,,,,Ruma Municipality,Srem Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ruma," Dobrinci",44.9537773,19.9276911,"Dobrinci, 22440 Ruma Municipality, Serbia",Dobrinci,,,,22440,,Ruma Municipality,Srem Administrative District,Vojvodina,Serbia,rs,,0.475,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ruma," Nikinci; Koste Nađa 26",45.00806,19.82222,"Ruma, Sremski upravni okrug, Serbia",,,,,,Ruma,Ruma,Sremski upravni okrug,Vojvodina,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Ruma," Pavlovci",45.0521061,19.7869143,"Pavlovci, Ruma Municipality, Srem Administrative District, Serbia",Pavlovci,,,,,,Ruma Municipality,Srem Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ruma," Putinci",44.98075,19.96604,"Železnička Stanica Putinci, 22404 Ruma, Serbia",Železnička Stanica Putinci,,,,22404,,Ruma,Sremski upravni okrug,Vojvodina,Serbia,rs,0.95,0.95,1,,CC BY 4.0,https://www.geonames.org/datasources/
Ruma," Vitojevci; Dositeja Obradovića 10",45.00806,19.82222,"Ruma, Sremski upravni okrug, Serbia",,,,,,Ruma,Ruma,Sremski upravni okrug,Vojvodina,Serbia,rs,,0,1,,,https://www.whosonfirst.org/docs/licenses/
Sečanj," Jarkovac",45.2708546,20.7628298,"Jarkovac, Secanj Municipality, Central Banat Administrative District, Serbia",Jarkovac,,,,,,Secanj Municipality,Central Banat Administrative District,Vojvodina,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sečanj," Jaša Tomić; Sonje Marinković 48",45.44725,20.85546,"Jaša Tomić, Srednjobanatski upravni okrug, Serbia",,,,,,Secanj,Jaša Tomić,Srednjobanatski upravni okrug,Vojvodina,Serbia,rs,,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
Smederevo," ",,,,,,,,,,,,,,,,,,,,
Smederevo," Papazovac; Dositeja Obradovića 65 1",44.602428,20.991844,"Dositeja Obradovica, Smederevo, Serbia",,,Dositeja Obradovica,,,Smederevo,Smederevo,Podunavski upravni okrug,Central Serbia,Serbia,rs,1,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Smederevska Palanka," Jezerska 10/4",44.3709534,20.9717859,"Jezerska, 11420 Smederevska Palanka Municipality, Serbia",Jezerska,,Jezerska,,11420,Smederevska Palanka,Smederevska Palanka Municipality,Podunavlje Administrative District,Central Serbia,Serbia,rs,1,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Smederevska Palanka," Karađorđeva 115",44.3636413,20.955745,"Карађорђева, 11420 Smederevska Palanka Municipality, Serbia",Карађорђева,,Карађорђева,,11420,Smederevska Palanka,Smederevska Palanka Municipality,Podunavlje Administrative District,Central Serbia,Serbia,rs,0.5499999999999999,0.27499999999999997,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Smederevska Palanka," Narodnog Fronta",44.370321,20.959061,"Smederevska Palanka, Podunavski upravni okrug, Serbia",,,,,,Smederevska Palanka,Smederevska Palanka,Podunavski upravni okrug,Central Serbia,Serbia,rs,,0.5,1,,,https://www.whosonfirst.org/docs/licenses/
Sokobanja," Jošanica",43.7282282,21.7731199,"Josanica, Sokobanja Municipality, Zajecar Administrative District, Serbia",Josanica,,,,,,Sokobanja Municipality,Zajecar Administrative District,Central Serbia,Serbia,rs,0.95,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sombor," ",,,,,,,,,,,,,,,,,,,,
Sombor," Aleksa Šantić; Glavni put Subotica Sombor",,,,,,,,,,,,,,,,,,,,
